5.410000000000000000e+02,9.980000000000000000e+02
5.360000000000000000e+02,1.025000000000000000e+03
5.350000000000000000e+02,1.030000000000000000e+03
5.320000000000000000e+02,1.044000000000000000e+03
5.300000000000000000e+02,1.052000000000000000e+03
4.970000000000000000e+02,1.156000000000000000e+03
4.930000000000000000e+02,1.167000000000000000e+03
4.850000000000000000e+02,1.183000000000000000e+03
4.810000000000000000e+02,1.190000000000000000e+03
4.790000000000000000e+02,1.193000000000000000e+03
4.750000000000000000e+02,1.198000000000000000e+03
4.740000000000000000e+02,1.199000000000000000e+03
4.730000000000000000e+02,1.198000000000000000e+03
4.730000000000000000e+02,1.135000000000000000e+03
4.760000000000000000e+02,9.400000000000000000e+02
4.770000000000000000e+02,9.390000000000000000e+02
4.850000000000000000e+02,9.390000000000000000e+02
5.060000000000000000e+02,9.470000000000000000e+02
5.160000000000000000e+02,9.510000000000000000e+02
5.250000000000000000e+02,9.550000000000000000e+02
5.320000000000000000e+02,9.590000000000000000e+02
5.400000000000000000e+02,9.670000000000000000e+02
5.410000000000000000e+02,9.740000000000000000e+02
