6.140000000000000000e+02,9.910000000000000000e+02
6.090000000000000000e+02,1.034000000000000000e+03
6.080000000000000000e+02,1.042000000000000000e+03
5.980000000000000000e+02,1.083000000000000000e+03
5.950000000000000000e+02,1.095000000000000000e+03
5.910000000000000000e+02,1.109000000000000000e+03
5.800000000000000000e+02,1.141000000000000000e+03
5.500000000000000000e+02,1.228000000000000000e+03
5.450000000000000000e+02,1.238000000000000000e+03
5.330000000000000000e+02,1.260000000000000000e+03
5.250000000000000000e+02,1.272000000000000000e+03
5.200000000000000000e+02,1.279000000000000000e+03
5.170000000000000000e+02,1.283000000000000000e+03
5.160000000000000000e+02,1.284000000000000000e+03
5.080000000000000000e+02,1.290000000000000000e+03
5.070000000000000000e+02,1.289000000000000000e+03
5.070000000000000000e+02,9.230000000000000000e+02
5.080000000000000000e+02,9.220000000000000000e+02
5.240000000000000000e+02,9.240000000000000000e+02
5.280000000000000000e+02,9.250000000000000000e+02
5.390000000000000000e+02,9.280000000000000000e+02
5.530000000000000000e+02,9.320000000000000000e+02
5.900000000000000000e+02,9.430000000000000000e+02
5.990000000000000000e+02,9.470000000000000000e+02
6.010000000000000000e+02,9.480000000000000000e+02
6.070000000000000000e+02,9.540000000000000000e+02
6.110000000000000000e+02,9.610000000000000000e+02
6.120000000000000000e+02,9.640000000000000000e+02
6.140000000000000000e+02,9.720000000000000000e+02
