5.800000000000000000e+02,8.800000000000000000e+02
5.790000000000000000e+02,8.850000000000000000e+02
5.780000000000000000e+02,8.890000000000000000e+02
5.760000000000000000e+02,8.920000000000000000e+02
5.700000000000000000e+02,9.000000000000000000e+02
5.650000000000000000e+02,9.050000000000000000e+02
5.600000000000000000e+02,9.090000000000000000e+02
5.580000000000000000e+02,9.100000000000000000e+02
5.530000000000000000e+02,9.120000000000000000e+02
5.500000000000000000e+02,9.130000000000000000e+02
4.900000000000000000e+02,9.210000000000000000e+02
4.720000000000000000e+02,9.210000000000000000e+02
4.700000000000000000e+02,9.190000000000000000e+02
4.700000000000000000e+02,5.150000000000000000e+02
4.710000000000000000e+02,5.140000000000000000e+02
4.730000000000000000e+02,5.160000000000000000e+02
4.760000000000000000e+02,5.210000000000000000e+02
4.960000000000000000e+02,5.550000000000000000e+02
5.090000000000000000e+02,5.840000000000000000e+02
5.130000000000000000e+02,5.940000000000000000e+02
5.320000000000000000e+02,6.500000000000000000e+02
5.360000000000000000e+02,6.650000000000000000e+02
5.450000000000000000e+02,7.050000000000000000e+02
5.710000000000000000e+02,8.210000000000000000e+02
5.800000000000000000e+02,8.620000000000000000e+02
