4.380000000000000000e+02,1.490000000000000000e+03
4.370000000000000000e+02,1.494000000000000000e+03
4.360000000000000000e+02,1.497000000000000000e+03
4.330000000000000000e+02,1.502000000000000000e+03
4.270000000000000000e+02,1.508000000000000000e+03
4.240000000000000000e+02,1.510000000000000000e+03
4.220000000000000000e+02,1.511000000000000000e+03
4.160000000000000000e+02,1.513000000000000000e+03
4.070000000000000000e+02,1.513000000000000000e+03
4.010000000000000000e+02,1.511000000000000000e+03
3.990000000000000000e+02,1.510000000000000000e+03
3.960000000000000000e+02,1.508000000000000000e+03
3.910000000000000000e+02,1.503000000000000000e+03
3.890000000000000000e+02,1.500000000000000000e+03
3.860000000000000000e+02,1.494000000000000000e+03
3.850000000000000000e+02,1.490000000000000000e+03
3.850000000000000000e+02,1.481000000000000000e+03
3.860000000000000000e+02,1.477000000000000000e+03
3.890000000000000000e+02,1.471000000000000000e+03
3.910000000000000000e+02,1.468000000000000000e+03
3.960000000000000000e+02,1.463000000000000000e+03
4.010000000000000000e+02,1.460000000000000000e+03
4.040000000000000000e+02,1.459000000000000000e+03
4.080000000000000000e+02,1.458000000000000000e+03
4.150000000000000000e+02,1.458000000000000000e+03
4.190000000000000000e+02,1.459000000000000000e+03
4.220000000000000000e+02,1.460000000000000000e+03
4.240000000000000000e+02,1.461000000000000000e+03
4.270000000000000000e+02,1.463000000000000000e+03
4.320000000000000000e+02,1.468000000000000000e+03
4.340000000000000000e+02,1.471000000000000000e+03
4.370000000000000000e+02,1.477000000000000000e+03
4.380000000000000000e+02,1.481000000000000000e+03
