1.215000000000000000e+03,3.560000000000000000e+02
1.214000000000000000e+03,3.600000000000000000e+02
1.211000000000000000e+03,3.660000000000000000e+02
1.203000000000000000e+03,3.740000000000000000e+02
1.197000000000000000e+03,3.770000000000000000e+02
1.193000000000000000e+03,3.780000000000000000e+02
1.184000000000000000e+03,3.780000000000000000e+02
1.180000000000000000e+03,3.770000000000000000e+02
1.174000000000000000e+03,3.740000000000000000e+02
1.166000000000000000e+03,3.660000000000000000e+02
1.164000000000000000e+03,3.620000000000000000e+02
1.163000000000000000e+03,3.590000000000000000e+02
1.162000000000000000e+03,3.550000000000000000e+02
1.162000000000000000e+03,3.480000000000000000e+02
1.163000000000000000e+03,3.440000000000000000e+02
1.164000000000000000e+03,3.410000000000000000e+02
1.166000000000000000e+03,3.370000000000000000e+02
1.174000000000000000e+03,3.290000000000000000e+02
1.178000000000000000e+03,3.270000000000000000e+02
1.181000000000000000e+03,3.260000000000000000e+02
1.185000000000000000e+03,3.250000000000000000e+02
1.192000000000000000e+03,3.250000000000000000e+02
1.196000000000000000e+03,3.260000000000000000e+02
1.199000000000000000e+03,3.270000000000000000e+02
1.203000000000000000e+03,3.290000000000000000e+02
1.211000000000000000e+03,3.370000000000000000e+02
1.214000000000000000e+03,3.430000000000000000e+02
1.215000000000000000e+03,3.470000000000000000e+02
