6.620000000000000000e+02,8.190000000000000000e+02
6.610000000000000000e+02,8.310000000000000000e+02
6.600000000000000000e+02,8.390000000000000000e+02
6.550000000000000000e+02,8.680000000000000000e+02
6.540000000000000000e+02,8.720000000000000000e+02
6.520000000000000000e+02,8.770000000000000000e+02
6.500000000000000000e+02,8.810000000000000000e+02
6.460000000000000000e+02,8.880000000000000000e+02
6.380000000000000000e+02,8.960000000000000000e+02
6.320000000000000000e+02,9.000000000000000000e+02
6.300000000000000000e+02,9.010000000000000000e+02
6.230000000000000000e+02,9.040000000000000000e+02
6.180000000000000000e+02,9.060000000000000000e+02
6.060000000000000000e+02,9.100000000000000000e+02
5.690000000000000000e+02,9.200000000000000000e+02
5.440000000000000000e+02,9.250000000000000000e+02
5.200000000000000000e+02,9.290000000000000000e+02
5.150000000000000000e+02,9.290000000000000000e+02
5.140000000000000000e+02,9.280000000000000000e+02
5.130000000000000000e+02,6.330000000000000000e+02
5.130000000000000000e+02,3.390000000000000000e+02
5.140000000000000000e+02,3.380000000000000000e+02
5.150000000000000000e+02,3.380000000000000000e+02
5.200000000000000000e+02,3.400000000000000000e+02
5.240000000000000000e+02,3.440000000000000000e+02
5.490000000000000000e+02,3.750000000000000000e+02
5.530000000000000000e+02,3.800000000000000000e+02
5.560000000000000000e+02,3.860000000000000000e+02
5.910000000000000000e+02,4.640000000000000000e+02
5.970000000000000000e+02,4.800000000000000000e+02
6.010000000000000000e+02,4.920000000000000000e+02
6.040000000000000000e+02,5.020000000000000000e+02
6.510000000000000000e+02,6.600000000000000000e+02
6.520000000000000000e+02,6.670000000000000000e+02
6.530000000000000000e+02,6.750000000000000000e+02
6.550000000000000000e+02,6.940000000000000000e+02
6.610000000000000000e+02,7.610000000000000000e+02
6.620000000000000000e+02,7.730000000000000000e+02
